,airbag,alcohol_test_given,contributing_factor_1,contributing_factor_2,contributing_factor_3,current_weather,cyclist_injury,cyclist_present,date,day_of_week,driver_injury,driver_restraint_type,hour,lat,lighting_conditions,lon,month,passenger_injury,passenger_restraint_type,pedestrian_injury,pedestrian_present,posted_speed_limit,roadway_characterization,roadway_surface_condition,roadway_surface_type,sobriety_type,time_of_day,vehicle_action,wx_DewpointF_last_1hr_avg,wx_DewpointF_last_1hr_avg_decrease,wx_DewpointF_last_1hr_avg_increase,wx_DewpointF_last_1hr_change,wx_DewpointF_latest,wx_Humidity_last_1hr_avg,wx_Humidity_last_1hr_avg_decrease,wx_Humidity_last_1hr_avg_increase,wx_Humidity_last_1hr_change,wx_Humidity_latest,wx_PrecipRate_inhr_last_1hr,wx_PrecipRate_inhr_latest_max,wx_PressureIn_last_1hr_avg,wx_PressureIn_last_1hr_change,wx_PressureIn_latest,wx_TemperatureF_last_1hr_avg,wx_TemperatureF_last_1hr_avg_decrease,wx_TemperatureF_last_1hr_avg_increase,wx_TemperatureF_last_1hr_change,wx_TemperatureF_latest,wx_WindSpeedGustMPH_last_1hr_max,wx_WindSpeedGustMPH_latest,wx_WindSpeedMPH_last_1hr_avg,wx_WindSpeedMPH_latest,wx_mean_station_dist_mi,wx_station_count,wx_unique_event_id
59,Not Deployed,,None,,,Clear or Partly Cloudy,,,2016-05-02,0.0,No Injury,Lap Belt Used,16.0,47.59473504741575,Daylight,-122.32896121940095,5.0,Possible Injury,No Restraints Used,,,30.0,Straight & Level,Dry,Concrete,Had NOT Been Drinking,16:15:00,Going Straight Ahead,45.73461538461538,0.5739130434782609,0.5304347826086956,0.4391304347826092,46.030769230769224,24.1962962962963,0.391304347826087,0.4478260869565217,-0.17391304347826086,24.25925925925926,0.0,0.0,29.818461538461534,-0.014347826086956448,29.813076923076917,86.92499999999998,0.21739130434782608,0.1565217391304348,0.20869565217391353,86.93571428571428,12.3,12.3,3.7,4.494117647058823,1.8697626086979686,52.0,25.0
60,Not Deployed,,Did Not Grant RW to Vehicle,,,Clear or Partly Cloudy,,,2016-05-02,0.0,No Injury,Lap & Shoulder Used,17.0,47.6032711538189,Daylight,-122.33493657903247,5.0,No Injury,Lap & Shoulder Used,,,30.0,Straight & Level,Dry,Blacktop,Had NOT Been Drinking,17:28:00,Changing Lanes,46.896153846153844,0.4625000000000001,0.42500000000000004,0.3500000000000014,46.88461538461537,24.914814814814807,0.42500000000000004,0.325,0.625,25.26923076923077,0.0,0.0,29.824615384615388,-0.01041666666666711,29.820769230769233,86.99285714285713,0.12916666666666668,0.21249999999999994,-0.45833333333333215,86.88076923076923,12.3,9.8,3.658823529411765,3.3600000000000003,1.70953043057808,53.0,26.0
61,Not Deployed,,None,,,Clear or Partly Cloudy,,,2016-05-02,0.0,No Injury,Lap & Shoulder Used,17.0,47.6032711538189,Daylight,-122.33493657903247,5.0,,,,,30.0,Straight & Level,Dry,Blacktop,Had NOT Been Drinking,17:28:00,Going Straight Ahead,46.896153846153844,0.4625000000000001,0.42500000000000004,0.3500000000000014,46.88461538461537,24.914814814814807,0.42500000000000004,0.325,0.625,25.26923076923077,0.0,0.0,29.824615384615388,-0.01041666666666711,29.820769230769233,86.99285714285713,0.12916666666666668,0.21249999999999994,-0.45833333333333215,86.88076923076923,12.3,9.8,3.658823529411765,3.3600000000000003,1.70953043057808,53.0,26.0
62,Not Deployed,,Improper Backing,Unknown Driver Distraction,,Clear or Partly Cloudy,,,2016-05-01,6.0,No Injury,Unknown,10.0,47.77834850673389,Daylight,-122.35799709038209,5.0,,,,,,Straight & Grade,Wet,Blacktop,Unknown,10:00:00,Backing,49.15555555555556,0.3428571428571429,0.18571428571428575,0.5285714285714269,49.37777777777777,66.38888888888889,0.5428571428571428,1.1714285714285713,-2.7142857142857144,65.44444444444444,0.0,0.0,29.98222222222222,-0.021428571428573257,29.971111111111114,60.29999999999999,0.5714285714285714,0.19999999999999998,1.7000000000000008,60.888888888888886,12.6,7.0,2.8428571428571425,3.5285714285714285,1.8657145192182403,19.0,27.0
63,Unknown,,None,,,Clear or Partly Cloudy,,,2016-05-01,6.0,Unknown,Unknown,10.0,47.77834850673389,Daylight,-122.35799709038209,5.0,,,,,,Straight & Grade,Wet,,,10:00:00,"Legally Parked, Unoccupied",49.15555555555556,0.3428571428571429,0.18571428571428575,0.5285714285714269,49.37777777777777,66.38888888888889,0.5428571428571428,1.1714285714285713,-2.7142857142857144,65.44444444444444,0.0,0.0,29.98222222222222,-0.021428571428573257,29.971111111111114,60.29999999999999,0.5714285714285714,0.19999999999999998,1.7000000000000008,60.888888888888886,12.6,7.0,2.8428571428571425,3.5285714285714285,1.8657145192182403,19.0,27.0
64,Not Deployed,,Other,Inattention,,Clear or Partly Cloudy,,,2016-05-02,0.0,Evident Injury,No Restraints Used,5.0,47.783284096643975,Dawn,-122.34286714556156,5.0,,,,,25.0,Straight & Grade,Wet,Blacktop,Had NOT Been Drinking,05:55:00,Backing,45.635714285714286,0.037500000000000006,0.0875,-0.25,45.169230769230765,78.92142857142858,0.21250000000000002,0.1125,0.5,82.07692307692308,0.0,0.0,29.865000000000002,0.0012499999999997513,29.854615384615386,52.73571428571428,0.0,0.09999999999999999,-0.48749999999999893,50.823076923076925,0.0,0.0,0.0,0.0,2.0797623029183243,26.0,28.0
65,,,,,,Clear or Partly Cloudy,,,2016-05-02,0.0,,,5.0,47.783284096643975,Dawn,-122.34286714556156,5.0,,,,,,Straight & Grade,Wet,,,05:55:00,,45.635714285714286,0.037500000000000006,0.0875,-0.25,45.169230769230765,78.92142857142858,0.21250000000000002,0.1125,0.5,82.07692307692308,0.0,0.0,29.865000000000002,0.0012499999999997513,29.854615384615386,52.73571428571428,0.0,0.09999999999999999,-0.48749999999999893,50.823076923076925,0.0,0.0,0.0,0.0,2.0797623029183243,26.0,28.0
66,Unknown,,Other,,,Unknown,,,2016-05-02,0.0,Unknown,Unknown,13.0,47.6177806078728,Unknown,-122.32278139203285,5.0,,,,,,,,Unknown,Unknown,13:00:00,Other,49.64516129032259,0.39285714285714296,0.39285714285714285,-0.11428571428571514,49.696774193548386,35.6,0.29642857142857143,1.0892857142857142,-3.642857142857143,34.096774193548384,0.0,0.0,29.91032258064516,-0.01214285714285739,29.904516129032256,79.35312499999999,0.8034482758620689,0.04482758620689656,3.031034482758621,80.70000000000002,9.9,9.0,2.9722222222222223,2.722222222222222,1.5948475508111843,59.0,29.0
67,Unknown,,None,,,Unknown,,,2016-05-02,0.0,Unknown,Unknown,13.0,47.6177806078728,Unknown,-122.32278139203285,5.0,,,,,,,,,,13:00:00,"Illegally Parked, Unoccupied",49.64516129032259,0.39285714285714296,0.39285714285714285,-0.11428571428571514,49.696774193548386,35.6,0.29642857142857143,1.0892857142857142,-3.642857142857143,34.096774193548384,0.0,0.0,29.91032258064516,-0.01214285714285739,29.904516129032256,79.35312499999999,0.8034482758620689,0.04482758620689656,3.031034482758621,80.70000000000002,9.9,9.0,2.9722222222222223,2.722222222222222,1.5948475508111843,59.0,29.0
68,Unknown,,Other,,,Unknown,,,2016-05-03,1.0,Unknown,Unknown,11.0,47.62013651706478,Unknown,-122.31379692647785,5.0,,,,,,,,Unknown,Unknown,11:40:00,Other,52.596666666666685,0.2269230769230769,0.18076923076923077,0.4576923076923076,52.88333333333333,57.61666666666667,0.2576923076923077,0.9346153846153846,-3.9615384615384617,56.03333333333333,0.0,0.0,29.990333333333332,-0.002692307692307703,29.988,68.23870967741935,0.4538461538461539,0.06153846153846154,2.4653846153846155,69.47666666666667,11.0,8.0,2.966666666666667,2.705882352941176,1.6116517515934528,57.0,30.0
69,Unknown,,None,,,Unknown,,,2016-05-03,1.0,Unknown,Unknown,11.0,47.62013651706478,Unknown,-122.31379692647785,5.0,,,,,,,,,,11:40:00,"Illegally Parked, Unoccupied",52.596666666666685,0.2269230769230769,0.18076923076923077,0.4576923076923076,52.88333333333333,57.61666666666667,0.2576923076923077,0.9346153846153846,-3.9615384615384617,56.03333333333333,0.0,0.0,29.990333333333332,-0.002692307692307703,29.988,68.23870967741935,0.4538461538461539,0.06153846153846154,2.4653846153846155,69.47666666666667,11.0,8.0,2.966666666666667,2.705882352941176,1.6116517515934528,57.0,30.0
70,Unknown,,Other,,,Unknown,,,2016-05-01,6.0,Unknown,Unknown,19.0,47.70051973553222,Unknown,-122.36333675127271,5.0,,,,,,,,Unknown,Unknown,19:00:00,Other,47.665116279069764,0.2444444444444444,0.35,-0.6277777777777777,47.33170731707319,40.0720930232558,0.39999999999999986,0.4277777777777778,0.05555555555555555,40.1219512195122,0.0,0.0,29.877906976744192,-0.01972972972972974,29.86414634146342,73.92045454545456,0.072972972972973,0.13783783783783785,-0.5486486486486482,73.70238095238093,16.0,10.1,2.957575757575757,2.3437500000000004,1.8541278668694812,68.0,31.0
71,Unknown,,None,,,Unknown,,,2016-05-01,6.0,Unknown,Unknown,19.0,47.70051973553222,Unknown,-122.36333675127271,5.0,,,,,,,,,,19:00:00,"Legally Parked, Unoccupied",47.665116279069764,0.2444444444444444,0.35,-0.6277777777777777,47.33170731707319,40.0720930232558,0.39999999999999986,0.4277777777777778,0.05555555555555555,40.1219512195122,0.0,0.0,29.877906976744192,-0.01972972972972974,29.86414634146342,73.92045454545456,0.072972972972973,0.13783783783783785,-0.5486486486486482,73.70238095238093,16.0,10.1,2.957575757575757,2.3437500000000004,1.8541278668694812,68.0,31.0
72,Unknown,,Other,,,Unknown,,,2016-05-02,0.0,Unknown,Unknown,16.0,47.69588499826032,Daylight,-122.3184743569516,5.0,,,,,,Straight & Level,Dry,Blacktop,Unknown,16:00:00,Other,46.72307692307694,0.6409090909090909,0.5204545454545455,1.0886363636363638,47.260416666666664,25.68461538461539,0.4431818181818182,0.4477272727272727,0.045454545454545456,26.020833333333332,0.0,0.0,29.836862745098053,-0.017619047619047243,29.82652173913044,86.93461538461541,0.2113636363636363,0.07500000000000002,1.0659090909090922,87.08333333333331,12.3,12.3,2.4388888888888887,2.6,1.9951466526956283,82.0,32.0
73,Unknown,,None,,,Unknown,,,2016-05-02,0.0,Unknown,Unknown,16.0,47.69588499826032,Daylight,-122.3184743569516,5.0,,,,,,Straight & Level,Dry,,,16:00:00,"Legally Parked, Unoccupied",46.72307692307694,0.6409090909090909,0.5204545454545455,1.0886363636363638,47.260416666666664,25.68461538461539,0.4431818181818182,0.4477272727272727,0.045454545454545456,26.020833333333332,0.0,0.0,29.836862745098053,-0.017619047619047243,29.82652173913044,86.93461538461541,0.2113636363636363,0.07500000000000002,1.0659090909090922,87.08333333333331,12.3,12.3,2.4388888888888887,2.6,1.9951466526956283,82.0,32.0
