,airbag,alcohol_test_given,contributing_factor_1,contributing_factor_2,contributing_factor_3,current_weather,cyclist_injury,cyclist_present,date,day_of_week,driver_injury,driver_restraint_type,hour,lat,lighting_conditions,lon,month,passenger_injury,passenger_restraint_type,pedestrian_injury,pedestrian_present,posted_speed_limit,roadway_characterization,roadway_surface_condition,roadway_surface_type,sobriety_type,time_of_day,vehicle_action,wx_DewpointF_last_1hr_avg,wx_DewpointF_last_1hr_avg_decrease,wx_DewpointF_last_1hr_avg_increase,wx_DewpointF_last_1hr_change,wx_DewpointF_latest,wx_Humidity_last_1hr_avg,wx_Humidity_last_1hr_avg_decrease,wx_Humidity_last_1hr_avg_increase,wx_Humidity_last_1hr_change,wx_Humidity_latest,wx_PrecipRate_inhr_last_1hr,wx_PrecipRate_inhr_latest_max,wx_PressureIn_last_1hr_avg,wx_PressureIn_last_1hr_change,wx_PressureIn_latest,wx_TemperatureF_last_1hr_avg,wx_TemperatureF_last_1hr_avg_decrease,wx_TemperatureF_last_1hr_avg_increase,wx_TemperatureF_last_1hr_change,wx_TemperatureF_latest,wx_WindSpeedGustMPH_last_1hr_max,wx_WindSpeedGustMPH_latest,wx_WindSpeedMPH_last_1hr_avg,wx_WindSpeedMPH_latest,wx_mean_station_dist_mi,wx_station_count,wx_unique_event_id
0,Unknown,,Inattention,,,Overcast,,,2017-01-25,2.0,Possible Injury,Lap & Shoulder Used,21.0,47.519876793063844,Dark-Street Lights On,-122.26494284044723,1.0,No Injury,Lap & Shoulder Used,,,30.0,Straight & Level,Wet,Blacktop,Had NOT Been Drinking,21:32:00,Making Left Turn,40.50526315789473,0.01666666666666667,0.13333333333333336,-0.7555555555555556,40.16315789473684,94.5,0.12222222222222223,0.011111111111111112,0.6666666666666666,94.84210526315789,0.0,0.0,30.30368421052632,0.008888888888888898,30.30526315789474,42.047368421052624,0.0,0.13888888888888892,-0.9000000000000001,41.647368421052626,2.3,1.7,0.17692307692307693,0.13076923076923078,1.977702304166021,23.0,1.0
1,Not Deployed,,Driver Not Distracted,,,Overcast,,,2017-01-25,2.0,No Injury,Lap & Shoulder Used,21.0,47.519876793063844,Dark-Street Lights On,-122.26494284044723,1.0,,,,,30.0,Straight & Level,Wet,Blacktop,Had NOT Been Drinking,21:32:00,Going Straight Ahead,40.50526315789473,0.01666666666666667,0.13333333333333336,-0.7555555555555556,40.16315789473684,94.5,0.12222222222222223,0.011111111111111112,0.6666666666666666,94.84210526315789,0.0,0.0,30.30368421052632,0.008888888888888898,30.30526315789474,42.047368421052624,0.0,0.13888888888888892,-0.9000000000000001,41.647368421052626,2.3,1.7,0.17692307692307693,0.13076923076923078,1.977702304166021,23.0,1.0
2,,,,,,Raining,,,2017-01-21,5.0,,,19.0,47.68129796243954,Dark-Street Lights Off,-122.38431973371051,1.0,,,,,20.0,Straight & Level,Wet,Blacktop,Unknown,19:13:00,Going Straight Ahead,42.1517857142857,0.12399999999999994,0.07400000000000004,0.42199999999999976,42.47592592592594,84.84821428571429,0.40800000000000014,0.13799999999999998,1.84,86.12962962962963,0.012000000000001875,0.01,29.466428571428565,0.031632653061224286,29.47759259259258,46.76842105263156,0.030000000000000006,0.05400000000000002,-0.15200000000000002,46.70181818181818,13.0,12.0,1.358139534883721,2.6333333333333337,1.7199309546358834,69.0,2.0
3,Not Deployed,,Driver Not Distracted,,,Raining,,,2017-01-21,5.0,No Injury,Lap & Shoulder Used,19.0,47.68129796243954,Dark-Street Lights Off,-122.38431973371051,1.0,,,,,20.0,Straight & Level,Wet,Blacktop,Had NOT Been Drinking,19:13:00,Going Straight Ahead,42.1517857142857,0.12399999999999994,0.07400000000000004,0.42199999999999976,42.47592592592594,84.84821428571429,0.40800000000000014,0.13799999999999998,1.84,86.12962962962963,0.012000000000001875,0.01,29.466428571428565,0.031632653061224286,29.47759259259258,46.76842105263156,0.030000000000000006,0.05400000000000002,-0.15200000000000002,46.70181818181818,13.0,12.0,1.358139534883721,2.6333333333333337,1.7199309546358834,69.0,2.0
4,,,Follow Too Closely,,,Clear or Partly Cloudy,,,2017-01-26,3.0,No Injury,Unknown,6.0,47.71960594833251,Dark-Street Lights On,-122.35419191927693,1.0,,,,,,Straight & Level,Dry,Blacktop,Unknown,06:35:00,Going Straight Ahead,38.536842105263155,0.024242424242424242,0.07272727272727275,-0.30909090909091025,38.3972972972973,92.26315789473685,0.06363636363636364,0.027272727272727275,0.2727272727272727,92.1891891891892,0.0,0.0,30.39578947368422,0.009090909090908681,30.398108108108115,40.95789473684211,0.01818181818181818,0.06666666666666668,-0.3303030303030305,40.87027027027027,16.8,16.2,0.29642857142857143,0.4074074074074074,1.9356464538740255,51.0,3.0
5,,,None,,,Clear or Partly Cloudy,,,2017-01-26,3.0,Possible Injury,Unknown,6.0,47.71960594833251,Dark-Street Lights On,-122.35419191927693,1.0,,,,,,Straight & Level,Dry,Blacktop,Unknown,06:35:00,Making Left Turn,38.536842105263155,0.024242424242424242,0.07272727272727275,-0.30909090909091025,38.3972972972973,92.26315789473685,0.06363636363636364,0.027272727272727275,0.2727272727272727,92.1891891891892,0.0,0.0,30.39578947368422,0.009090909090908681,30.398108108108115,40.95789473684211,0.01818181818181818,0.06666666666666668,-0.3303030303030305,40.87027027027027,16.8,16.2,0.29642857142857143,0.4074074074074074,1.9356464538740255,51.0,3.0
6,Not Deployed,,Inattention,,,Clear or Partly Cloudy,,,2017-01-29,6.0,No Injury,Lap & Shoulder Used,16.0,47.47606383122729,Daylight,-122.3023574155202,1.0,,,,,,Straight & Level,Dry,Blacktop,Had NOT Been Drinking,16:42:00,Going Straight Ahead,40.73846153846154,0.16666666666666666,0.05000000000000001,0.9166666666666666,39.75714285714286,77.78461538461539,0.5,0.15,3.0,78.0,0.0,0.0,30.387500000000003,0.005000000000000189,30.434285714285718,47.5076923076923,0.0,0.0,-0.016666666666666902,46.5,12.0,6.0,2.025,2.35,2.0740109562550626,18.0,4.0
7,Not Deployed,,None,,,Clear or Partly Cloudy,,,2017-01-29,6.0,No Injury,Lap & Shoulder Used,16.0,47.47606383122729,Daylight,-122.3023574155202,1.0,No Injury,Lap & Shoulder Used,,,,Straight & Level,Dry,Blacktop,Had NOT Been Drinking,16:42:00,Stopped for Traffic,40.73846153846154,0.16666666666666666,0.05000000000000001,0.9166666666666666,39.75714285714286,77.78461538461539,0.5,0.15,3.0,78.0,0.0,0.0,30.387500000000003,0.005000000000000189,30.434285714285718,47.5076923076923,0.0,0.0,-0.016666666666666902,46.5,12.0,6.0,2.025,2.35,2.0740109562550626,18.0,4.0
8,Not Deployed,,None,,,Clear or Partly Cloudy,,,2017-01-29,6.0,No Injury,Lap & Shoulder Used,16.0,47.47606383122729,Daylight,-122.3023574155202,1.0,No Injury,Lap & Shoulder Used,,,,Straight & Level,Dry,Blacktop,Had NOT Been Drinking,16:42:00,Stopped for Traffic,40.73846153846154,0.16666666666666666,0.05000000000000001,0.9166666666666666,39.75714285714286,77.78461538461539,0.5,0.15,3.0,78.0,0.0,0.0,30.387500000000003,0.005000000000000189,30.434285714285718,47.5076923076923,0.0,0.0,-0.016666666666666902,46.5,12.0,6.0,2.025,2.35,2.0740109562550626,18.0,4.0
9,Not Deployed,,Exceeding Reas. Safe Speed,,,Clear or Partly Cloudy,,,2017-01-30,0.0,No Injury,Lap & Shoulder Used,10.0,47.4668923218322,Daylight,-122.3223813761662,1.0,No Injury,Lap & Shoulder Used,,,35.0,Curve & Level,Sand/Mud/Dirt,Blacktop,Had NOT Been Drinking,10:20:00,Going Straight Ahead,39.438095238095244,0.08,0.07999999999999999,0.039999999999999855,39.75882352941177,88.20952380952382,0.02,0.13999999999999999,-1.2,87.52941176470588,0.0,0.0,30.349499999999995,-0.003999999999999204,30.343749999999996,42.75238095238096,0.06,0.0,0.41000000000000014,43.247058823529414,12.3,12.0,2.8687499999999995,3.04,2.2478968021755716,27.0,5.0
