,airbag,alcohol_test_given,contributing_factor_1,contributing_factor_2,contributing_factor_3,current_weather,cyclist_injury,cyclist_present,date,day_of_week,driver_injury,driver_restraint_type,hour,lat,lighting_conditions,lon,month,passenger_injury,passenger_restraint_type,pedestrian_injury,pedestrian_present,posted_speed_limit,roadway_characterization,roadway_surface_condition,roadway_surface_type,sobriety_type,time_of_day,vehicle_action,wx_DewpointF_last_1hr_avg,wx_DewpointF_last_1hr_avg_decrease,wx_DewpointF_last_1hr_avg_increase,wx_DewpointF_last_1hr_change,wx_DewpointF_latest,wx_Humidity_last_1hr_avg,wx_Humidity_last_1hr_avg_decrease,wx_Humidity_last_1hr_avg_increase,wx_Humidity_last_1hr_change,wx_Humidity_latest,wx_PrecipRate_inhr_last_1hr,wx_PrecipRate_inhr_latest_max,wx_PressureIn_last_1hr_avg,wx_PressureIn_last_1hr_change,wx_PressureIn_latest,wx_TemperatureF_last_1hr_avg,wx_TemperatureF_last_1hr_avg_decrease,wx_TemperatureF_last_1hr_avg_increase,wx_TemperatureF_last_1hr_change,wx_TemperatureF_latest,wx_WindSpeedGustMPH_last_1hr_max,wx_WindSpeedGustMPH_latest,wx_WindSpeedMPH_last_1hr_avg,wx_WindSpeedMPH_latest,wx_mean_station_dist_mi,wx_station_count,wx_unique_event_id
0,Unknown,,Improper Passing,,,Clear or Partly Cloudy,,,2016-06-30,3.0,Unknown,Unknown,14.0,47.6887189656486,Daylight,-122.33642193952323,6.0,,,,,,,,Blacktop,Unknown,14:15:00,Overtaking and Passing,55.86785714285715,0.3042553191489361,0.16595744680851066,0.7829787234042557,56.257407407407385,67.61964285714288,0.3787234042553191,0.8212765957446809,-2.4468085106382977,66.51851851851852,0.0,0.0,30.17418181818183,-0.011086956521739088,30.166226415094357,67.09821428571429,0.40638297872340423,0.06382978723404255,1.8914893617021278,67.97592592592592,10.0,9.8,1.4700000000000002,1.5769230769230769,1.9564698875780677,90.0,1.0
1,Not Deployed,,None,,,Clear or Partly Cloudy,,,2016-06-30,3.0,No Injury,Lap & Shoulder Used,14.0,47.6887189656486,Daylight,-122.33642193952323,6.0,,,,,,,,Blacktop,Had NOT Been Drinking,14:15:00,Stopped for Traffic,55.86785714285715,0.3042553191489361,0.16595744680851066,0.7829787234042557,56.257407407407385,67.61964285714288,0.3787234042553191,0.8212765957446809,-2.4468085106382977,66.51851851851852,0.0,0.0,30.17418181818183,-0.011086956521739088,30.166226415094357,67.09821428571429,0.40638297872340423,0.06382978723404255,1.8914893617021278,67.97592592592592,10.0,9.8,1.4700000000000002,1.5769230769230769,1.9564698875780677,90.0,1.0
2,Unknown,,Inattention,,,Clear or Partly Cloudy,,,2016-06-30,3.0,Unknown,Unknown,17.0,47.58185654280493,Daylight,-122.33515559799801,6.0,,,,,,,,Blacktop,Unknown,17:10:00,Other,55.28928571428571,0.35652173913043483,0.391304347826087,-0.2391304347826087,55.14642857142858,53.15172413793104,0.4521739130434782,0.917391304347826,-2.5217391304347827,51.93103448275862,0.0,0.0,30.076785714285712,-0.019130434782608598,30.067857142857132,73.95333333333333,0.4,0.19130434782608693,1.0347826086956526,74.47333333333333,13.0,10.9,3.0529411764705885,2.7352941176470584,2.273343478136602,55.0,2.0
3,Unknown,,None,,,Clear or Partly Cloudy,,,2016-06-30,3.0,Unknown,Unknown,17.0,47.58185654280493,Daylight,-122.33515559799801,6.0,,,,,,,,Blacktop,Unknown,17:10:00,Other,55.28928571428571,0.35652173913043483,0.391304347826087,-0.2391304347826087,55.14642857142858,53.15172413793104,0.4521739130434782,0.917391304347826,-2.5217391304347827,51.93103448275862,0.0,0.0,30.076785714285712,-0.019130434782608598,30.067857142857132,73.95333333333333,0.4,0.19130434782608693,1.0347826086956526,74.47333333333333,13.0,10.9,3.0529411764705885,2.7352941176470584,2.273343478136602,55.0,2.0
4,Unknown,,Inattention,,,Clear or Partly Cloudy,,,2016-06-30,3.0,Unknown,Unknown,7.0,47.70826598049359,Daylight,-122.32238034914022,6.0,,,,,,,,Blacktop,Unknown,07:45:00,Other,52.667567567567566,0.10000000000000005,0.03225806451612903,0.4225806451612906,52.782857142857154,84.76216216216216,0.10645161290322583,0.1774193548387097,-0.3870967741935484,84.28571428571429,0.0,0.0,30.187222222222236,0.008387096774193026,30.19500000000001,57.235135135135145,0.09354838709677424,0.0,0.5645161290322583,57.50857142857143,6.0,4.0,0.35714285714285715,0.5230769230769231,1.9985089594009746,69.0,3.0
5,Unknown,,None,,,Clear or Partly Cloudy,,,2016-06-30,3.0,Unknown,Unknown,7.0,47.70826598049359,Daylight,-122.32238034914022,6.0,,,,,,,,Blacktop,Unknown,07:45:00,Other,52.667567567567566,0.10000000000000005,0.03225806451612903,0.4225806451612906,52.782857142857154,84.76216216216216,0.10645161290322583,0.1774193548387097,-0.3870967741935484,84.28571428571429,0.0,0.0,30.187222222222236,0.008387096774193026,30.19500000000001,57.235135135135145,0.09354838709677424,0.0,0.5645161290322583,57.50857142857143,6.0,4.0,0.35714285714285715,0.5230769230769231,1.9985089594009746,69.0,3.0
6,Not Deployed,,Other,Inattention,,Clear or Partly Cloudy,,,2016-06-18,5.0,No Injury,Unknown,11.0,47.44287232025643,Daylight,-122.29619359819715,6.0,,,,,20.0,Straight & Level,Dry,Blacktop,Had NOT Been Drinking,11:42:00,Merging (Entering Traffic),53.37272727272727,0.1875,0.075,0.625,53.68000000000001,93.96363636363638,0.1,0.11249999999999999,0.0,93.8,0.0,0.0,30.075454545454544,0.01750000000000007,30.079,54.96666666666667,0.1625,0.025,0.6124999999999989,55.40999999999999,11.0,10.0,2.922222222222222,2.6571428571428575,2.171978273673301,20.0,4.0
7,,,None,,,Clear or Partly Cloudy,,,2016-06-18,5.0,,,11.0,47.44287232025643,Daylight,-122.29619359819715,6.0,,,,,20.0,Straight & Level,Dry,Blacktop,,11:42:00,"Legally Parked, Unoccupied",53.37272727272727,0.1875,0.075,0.625,53.68000000000001,93.96363636363638,0.1,0.11249999999999999,0.0,93.8,0.0,0.0,30.075454545454544,0.01750000000000007,30.079,54.96666666666667,0.1625,0.025,0.6124999999999989,55.40999999999999,11.0,10.0,2.922222222222222,2.6571428571428575,2.171978273673301,20.0,4.0
8,Not Deployed,,Under Influence of Drugs,,,Clear or Partly Cloudy,,,2016-05-10,1.0,No Injury,Unknown,23.0,47.515529798568494,Dark-Street Lights On,-122.34529398799006,5.0,,,,,25.0,Straight & Level,Dry,Blacktop,,23:24:00,Going Straight Ahead,34.333333333333336,0.21000000000000002,0.2,0.09000000000000022,33.912499999999994,41.25000000000001,0.6199999999999999,0.11000000000000001,3.3,41.8125,0.0,0.0,30.081666666666674,-0.00400000000000027,30.072499999999994,59.400000000000006,0.01,0.32,-2.1999999999999993,58.612500000000004,6.0,6.0,0.7000000000000001,0.8999999999999999,1.7933285389441191,31.0,5.0
9,,,,,,Clear or Partly Cloudy,,,2016-05-10,1.0,,,23.0,47.515529798568494,Dark-Street Lights On,-122.34529398799006,5.0,,,,,,Straight & Level,Dry,,,23:24:00,,34.333333333333336,0.21000000000000002,0.2,0.09000000000000022,33.912499999999994,41.25000000000001,0.6199999999999999,0.11000000000000001,3.3,41.8125,0.0,0.0,30.081666666666674,-0.00400000000000027,30.072499999999994,59.400000000000006,0.01,0.32,-2.1999999999999993,58.612500000000004,6.0,6.0,0.7000000000000001,0.8999999999999999,1.7933285389441191,31.0,5.0
