Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SoftwareType,DateUTC
2017-04-15 04:11:00,40.0,37.6,30.25,SSW,203,0.0,4.0,91,0.00,,,0.00,Wunderground v.1.15,2017-04-15 11:11:00,
2017-04-15 04:16:00,40.0,37.9,30.25,ENE,72,0.0,4.0,92,0.00,,,0.00,Wunderground v.1.15,2017-04-15 11:16:00,
2017-04-15 04:22:00,40.0,37.9,30.25,East,86,0.0,5.0,92,0.00,,,0.00,Wunderground v.1.15,2017-04-15 11:22:00,
2017-04-15 04:28:00,40.0,37.6,30.25,SSE,165,0.0,5.0,91,0.00,,,0.00,Wunderground v.1.15,2017-04-15 11:28:00,
2017-04-15 04:34:00,39.9,37.8,30.25,SE,140,0.0,4.0,92,0.00,,,0.00,Wunderground v.1.15,2017-04-15 11:34:00,
2017-04-15 04:40:00,40.2,38.1,30.25,ESE,105,1.0,4.0,92,0.00,,,0.00,Wunderground v.1.15,2017-04-15 11:40:00,
2017-04-15 04:46:00,40.7,38.3,30.25,South,174,2.0,4.0,91,0.00,,,0.00,Wunderground v.1.15,2017-04-15 11:46:00,
2017-04-15 04:52:00,40.9,38.5,30.25,South,184,2.0,4.0,91,0.00,,,0.00,Wunderground v.1.15,2017-04-15 11:52:00,
2017-04-15 04:58:00,41.0,38.6,30.25,SSW,200,2.0,4.0,91,0.00,,,0.00,Wunderground v.1.15,2017-04-15 11:58:00,
2017-04-15 05:04:00,41.1,38.4,30.25,SSE,150,2.0,4.0,90,0.00,,,0.00,Wunderground v.1.15,2017-04-15 12:04:00,
2017-04-15 05:10:00,41.1,38.4,30.25,SE,137,3.0,3.0,90,0.00,,,0.00,Wunderground v.1.15,2017-04-15 12:10:00,
2017-04-15 05:16:00,41.1,38.4,30.25,SE,130,2.0,4.0,90,0.00,,,0.00,Wunderground v.1.15,2017-04-15 12:16:00,
2017-04-15 05:22:00,40.9,38.2,30.26,SSE,152,1.0,4.0,90,0.00,,,0.00,Wunderground v.1.15,2017-04-15 12:22:00,
2017-04-15 05:28:00,40.8,38.1,30.26,SSE,157,2.0,4.0,90,0.00,,,0.00,Wunderground v.1.15,2017-04-15 12:28:00,
2017-04-15 05:34:00,40.7,38.0,30.26,South,190,2.0,4.0,90,0.00,,,0.00,Wunderground v.1.15,2017-04-15 12:34:00,
2017-04-15 05:40:00,40.7,38.3,30.25,SE,128,2.0,2.0,91,0.00,,,0.00,Wunderground v.1.15,2017-04-15 12:40:00,
2017-04-15 05:45:00,40.6,37.9,30.25,SSW,213,2.0,4.0,90,0.00,,,0.00,Wunderground v.1.15,2017-04-15 12:45:00,
2017-04-15 05:51:00,40.7,38.3,30.25,SSW,210,2.0,4.0,91,0.00,,,0.00,Wunderground v.1.15,2017-04-15 12:51:00,
2017-04-15 05:57:00,40.7,38.3,30.26,SSW,192,2.0,4.0,91,0.00,,,0.00,Wunderground v.1.15,2017-04-15 12:57:00,
2017-04-15 06:03:00,40.8,38.4,30.26,SSE,167,2.0,4.0,91,0.00,,,0.00,Wunderground v.1.15,2017-04-15 13:03:00,
2017-04-15 06:08:00,40.9,38.5,30.26,SSW,207,3.0,4.0,91,0.00,,,0.00,Wunderground v.1.15,2017-04-15 13:08:00,
2017-04-15 06:14:00,41.0,38.6,30.26,SSE,165,2.0,4.0,91,0.00,,,0.00,Wunderground v.1.15,2017-04-15 13:14:00,
2017-04-15 06:20:00,41.1,38.7,30.26,SSW,210,2.0,2.0,91,0.00,,,0.00,Wunderground v.1.15,2017-04-15 13:20:00,
2017-04-15 06:26:00,41.0,38.6,30.26,SE,143,2.0,4.0,91,0.00,,,0.00,Wunderground v.1.15,2017-04-15 13:26:00,
2017-04-15 06:32:00,41.0,38.6,30.26,SE,138,2.0,4.0,91,0.00,,,0.00,Wunderground v.1.15,2017-04-15 13:32:00,
2017-04-15 06:37:00,41.0,38.6,30.26,SSE,163,1.0,4.0,91,0.00,,,0.00,Wunderground v.1.15,2017-04-15 13:37:00,
2017-04-15 06:42:00,41.0,38.6,30.26,South,190,1.0,4.0,91,0.00,,,0.00,Wunderground v.1.15,2017-04-15 13:42:00,
2017-04-15 06:48:00,41.0,38.6,30.26,SW,224,0.0,4.0,91,0.00,,,0.00,Wunderground v.1.15,2017-04-15 13:48:00,
2017-04-15 06:54:00,41.1,38.7,30.27,SSW,196,0.0,4.0,91,0.00,,,0.00,Wunderground v.1.15,2017-04-15 13:54:00,
2017-04-15 07:00:00,41.2,38.8,30.27,SW,217,0.0,4.0,91,0.00,,,0.00,Wunderground v.1.15,2017-04-15 14:00:00,
2017-04-15 07:05:00,41.3,38.9,30.27,SSW,210,1.0,5.0,91,0.00,,,0.00,Wunderground v.1.15,2017-04-15 14:05:00,
2017-04-15 07:11:00,41.4,39.0,30.27,SSW,210,1.0,4.0,91,0.00,,,0.00,Wunderground v.1.15,2017-04-15 14:11:00,
2017-04-15 07:17:00,41.5,39.1,30.27,SSE,148,1.0,4.0,91,0.00,,,0.00,Wunderground v.1.15,2017-04-15 14:17:00,
2017-04-15 07:20:00,41.5,38.8,30.27,SSE,155,2.0,4.0,90,0.00,,,0.00,Wunderground v.1.15,2017-04-15 14:20:00,
2017-04-15 07:26:00,41.6,38.9,30.27,SW,226,1.0,4.0,90,0.00,,,0.00,Wunderground v.1.15,2017-04-15 14:26:00,
2017-04-15 07:32:00,41.7,39.0,30.27,SSE,161,1.0,4.0,90,0.00,,,0.00,Wunderground v.1.15,2017-04-15 14:32:00,
2017-04-15 07:37:00,41.8,39.1,30.27,East,98,1.0,4.0,90,0.00,,,0.00,Wunderground v.1.15,2017-04-15 14:37:00,
2017-04-15 07:43:00,42.0,39.3,30.27,South,189,1.0,4.0,90,0.00,,,0.00,Wunderground v.1.15,2017-04-15 14:43:00,
2017-04-15 07:49:00,42.3,39.3,30.27,ENE,63,1.0,4.0,89,0.00,,,0.00,Wunderground v.1.15,2017-04-15 14:49:00,
2017-04-15 07:55:00,42.7,39.7,30.27,ESE,112,1.0,4.0,89,0.00,,,0.00,Wunderground v.1.15,2017-04-15 14:55:00,
2017-04-15 08:00:00,43.2,39.9,30.27,SW,214,1.0,1.0,88,0.00,,,0.00,Wunderground v.1.15,2017-04-15 15:00:00,
2017-04-15 08:06:00,43.5,39.9,30.27,SSW,203,1.0,4.0,87,0.00,,,0.00,Wunderground v.1.15,2017-04-15 15:06:00,
2017-04-15 08:12:00,44.2,40.0,30.27,East,84,1.0,4.0,85,0.00,,,0.00,Wunderground v.1.15,2017-04-15 15:12:00,
2017-04-15 08:18:00,44.0,39.8,30.27,ENE,77,1.0,4.0,85,0.00,,,0.00,Wunderground v.1.15,2017-04-15 15:18:00,
2017-04-15 08:24:00,44.1,39.6,30.27,NE,44,2.0,5.0,84,0.00,,,0.00,Wunderground v.1.15,2017-04-15 15:24:00,
2017-04-15 08:30:00,44.6,40.1,30.27,SSE,150,2.0,4.0,84,0.00,,,0.00,Wunderground v.1.15,2017-04-15 15:30:00,
2017-04-15 08:36:00,45.1,40.6,30.27,South,189,1.0,4.0,84,0.00,,,0.00,Wunderground v.1.15,2017-04-15 15:36:00,
2017-04-15 08:42:00,45.0,40.5,30.27,ENE,68,1.0,4.0,84,0.00,,,0.00,Wunderground v.1.15,2017-04-15 15:42:00,
2017-04-15 08:48:00,45.1,40.2,30.27,NE,51,1.0,4.0,83,0.00,,,0.00,Wunderground v.1.15,2017-04-15 15:48:00,
2017-04-15 08:53:00,44.9,40.0,30.27,South,186,2.0,4.0,83,0.00,,,0.00,Wunderground v.1.15,2017-04-15 15:53:00,
2017-04-15 08:59:00,44.9,40.0,30.27,ENE,58,1.0,4.0,83,0.00,,,0.00,Wunderground v.1.15,2017-04-15 15:59:00,
2017-04-15 09:05:00,44.9,40.0,30.27,ESE,113,1.0,4.0,83,0.00,,,0.00,Wunderground v.1.15,2017-04-15 16:05:00,
2017-04-15 09:11:00,44.9,40.0,30.27,SSW,206,1.0,4.0,83,0.00,,,0.00,Wunderground v.1.15,2017-04-15 16:11:00,
2017-04-15 09:16:00,44.9,39.7,30.27,SW,224,1.0,4.0,82,0.00,,,0.00,Wunderground v.1.15,2017-04-15 16:16:00,
2017-04-15 09:22:00,44.9,39.4,30.27,South,169,1.0,4.0,81,0.00,,,0.00,Wunderground v.1.15,2017-04-15 16:22:00,
2017-04-15 09:28:00,45.1,39.6,30.27,East,83,2.0,4.0,81,0.00,,,0.00,Wunderground v.1.15,2017-04-15 16:28:00,
2017-04-15 09:34:00,45.3,39.8,30.27,ESE,113,2.0,5.0,81,0.00,,,0.00,Wunderground v.1.15,2017-04-15 16:34:00,
2017-04-15 09:40:00,46.3,40.1,30.27,ESE,106,1.0,4.0,79,0.00,,,0.00,Wunderground v.1.15,2017-04-15 16:40:00,
2017-04-15 09:46:00,46.3,39.5,30.27,SE,126,2.0,4.0,77,0.00,,,0.00,Wunderground v.1.15,2017-04-15 16:46:00,
2017-04-15 09:52:00,46.5,39.7,30.27,SSW,210,1.0,4.0,77,0.00,,,0.00,Wunderground v.1.15,2017-04-15 16:52:00,
2017-04-15 09:58:00,47.1,40.3,30.27,NNW,335,2.0,6.0,77,0.00,,,0.00,Wunderground v.1.15,2017-04-15 16:58:00,
2017-04-15 10:04:00,48.2,40.3,30.27,SSW,201,3.0,5.0,74,0.00,,,0.00,Wunderground v.1.15,2017-04-15 17:04:00,
2017-04-15 10:10:00,48.3,40.0,30.27,SE,146,4.0,4.0,73,0.00,,,0.00,Wunderground v.1.15,2017-04-15 17:10:00,
2017-04-15 10:15:00,48.1,39.9,30.27,East,88,3.0,4.0,73,0.00,,,0.00,Wunderground v.1.15,2017-04-15 17:15:00,
2017-04-15 10:21:00,47.1,39.2,30.27,SW,219,3.0,4.0,74,0.00,,,0.00,Wunderground v.1.15,2017-04-15 17:21:00,
2017-04-15 10:27:00,47.2,40.0,30.27,South,183,2.0,4.0,76,0.00,,,0.00,Wunderground v.1.15,2017-04-15 17:27:00,
2017-04-15 10:33:00,47.6,40.1,30.27,ESE,113,2.0,4.0,75,0.00,,,0.00,Wunderground v.1.15,2017-04-15 17:33:00,
2017-04-15 10:39:00,48.1,40.2,30.27,South,187,2.0,4.0,74,0.00,,,0.00,Wunderground v.1.15,2017-04-15 17:39:00,
2017-04-15 10:44:00,48.1,39.9,30.27,East,97,2.0,4.0,73,0.00,,,0.00,Wunderground v.1.15,2017-04-15 17:44:00,
2017-04-15 10:50:00,48.3,40.7,30.27,South,173,1.0,4.0,75,0.00,,,0.00,Wunderground v.1.15,2017-04-15 17:50:00,
2017-04-15 10:56:00,49.1,40.8,30.27,SSW,212,2.0,4.0,73,0.00,,,0.00,Wunderground v.1.15,2017-04-15 17:56:00,
2017-04-15 11:02:00,49.6,39.8,30.27,South,181,2.0,5.0,69,0.00,,,0.00,Wunderground v.1.15,2017-04-15 18:02:00,
2017-04-15 11:07:00,50.0,40.6,30.27,West,277,2.0,5.0,70,0.00,,,0.00,Wunderground v.1.15,2017-04-15 18:07:00,
2017-04-15 11:13:00,50.5,39.9,30.27,SSW,198,3.0,5.0,67,0.00,,,0.00,Wunderground v.1.15,2017-04-15 18:13:00,
2017-04-15 11:19:00,50.4,39.9,30.27,SW,226,2.0,5.0,67,0.00,,,0.00,Wunderground v.1.15,2017-04-15 18:19:00,
2017-04-15 11:25:00,50.8,39.8,30.27,SE,139,2.0,5.0,66,0.00,,,0.00,Wunderground v.1.15,2017-04-15 18:25:00,
2017-04-15 11:31:00,51.2,40.2,30.27,SE,139,3.0,4.0,66,0.00,,,0.00,Wunderground v.1.15,2017-04-15 18:31:00,
2017-04-15 11:36:00,51.5,40.9,30.26,South,173,3.0,4.0,67,0.00,,,0.00,Wunderground v.1.15,2017-04-15 18:36:00,
2017-04-15 11:42:00,51.9,40.5,30.27,SSW,201,3.0,4.0,65,0.00,,,0.00,Wunderground v.1.15,2017-04-15 18:42:00,
2017-04-15 11:48:00,51.8,39.2,30.26,SW,215,3.0,5.0,62,0.00,,,0.00,Wunderground v.1.15,2017-04-15 18:48:00,
2017-04-15 11:54:00,52.0,39.4,30.26,WSW,243,3.0,4.0,62,0.00,,,0.00,Wunderground v.1.15,2017-04-15 18:54:00,
2017-04-15 11:59:00,52.5,39.8,30.26,ENE,58,2.0,4.0,62,0.00,,,0.00,Wunderground v.1.15,2017-04-15 18:59:00,
2017-04-15 12:05:00,52.8,40.1,30.26,ENE,61,2.0,4.0,62,0.00,,,0.00,Wunderground v.1.15,2017-04-15 19:05:00,
2017-04-15 12:11:00,52.4,38.9,30.26,SSE,158,2.0,4.0,60,0.00,,,0.00,Wunderground v.1.15,2017-04-15 19:11:00,
2017-04-15 12:17:00,51.8,37.5,30.25,SE,142,3.0,6.0,58,0.00,,,0.00,Wunderground v.1.15,2017-04-15 19:17:00,
2017-04-15 12:23:00,52.1,39.5,30.25,South,169,2.0,4.0,62,0.00,,,0.00,Wunderground v.1.15,2017-04-15 19:23:00,
2017-04-15 12:28:00,53.2,38.8,30.25,SSW,211,2.0,5.0,58,0.00,,,0.00,Wunderground v.1.15,2017-04-15 19:28:00,
2017-04-15 12:34:00,53.4,37.6,30.25,SSW,193,2.0,4.0,55,0.00,,,0.00,Wunderground v.1.15,2017-04-15 19:34:00,
2017-04-15 12:39:00,53.7,37.9,30.25,SW,217,2.0,4.0,55,0.00,,,0.00,Wunderground v.1.15,2017-04-15 19:39:00,
2017-04-15 12:45:00,53.9,38.6,30.25,SE,127,2.0,4.0,56,0.00,,,0.00,Wunderground v.1.15,2017-04-15 19:45:00,
2017-04-15 12:51:00,54.2,39.3,30.25,ESE,118,2.0,4.0,57,0.00,,,0.00,Wunderground v.1.15,2017-04-15 19:51:00,
2017-04-15 12:57:00,53.3,37.5,30.25,ENE,72,3.0,6.0,55,0.00,,,0.00,Wunderground v.1.15,2017-04-15 19:57:00,
2017-04-15 13:03:00,53.1,40.0,30.25,South,191,3.0,4.0,61,0.00,,,0.00,Wunderground v.1.15,2017-04-15 20:03:00,
2017-04-15 13:09:00,53.6,37.8,30.24,WSW,250,2.0,4.0,55,0.00,,,0.00,Wunderground v.1.15,2017-04-15 20:09:00,
2017-04-15 13:15:00,53.6,37.8,30.24,SSW,197,2.0,4.0,55,0.00,,,0.00,Wunderground v.1.15,2017-04-15 20:15:00,
2017-04-15 13:21:00,53.2,37.4,30.24,East,87,2.0,4.0,55,0.00,,,0.00,Wunderground v.1.15,2017-04-15 20:21:00,
2017-04-15 13:27:00,52.6,36.9,30.24,SW,217,1.0,8.0,55,0.00,,,0.00,Wunderground v.1.15,2017-04-15 20:27:00,
2017-04-15 13:33:00,53.1,37.3,30.24,ENE,68,1.0,5.0,55,0.00,,,0.00,Wunderground v.1.15,2017-04-15 20:33:00,
2017-04-15 13:39:00,53.6,37.3,30.24,WSW,247,1.0,5.0,54,0.00,,,0.00,Wunderground v.1.15,2017-04-15 20:39:00,
2017-04-15 13:45:00,53.1,35.9,30.24,SW,224,3.0,6.0,52,0.00,,,0.00,Wunderground v.1.15,2017-04-15 20:45:00,
2017-04-15 13:51:00,53.1,36.9,30.24,ENE,65,3.0,4.0,54,0.00,,,0.00,Wunderground v.1.15,2017-04-15 20:51:00,
2017-04-15 13:56:00,52.6,35.9,30.24,East,94,2.0,5.0,53,0.00,,,0.00,Wunderground v.1.15,2017-04-15 20:56:00,
2017-04-15 14:02:00,52.4,37.2,30.24,SW,235,2.0,4.0,56,0.00,,,0.00,Wunderground v.1.15,2017-04-15 21:02:00,
2017-04-15 14:07:00,52.8,37.5,30.23,ENE,67,1.0,4.0,56,0.00,,,0.00,Wunderground v.1.15,2017-04-15 21:07:00,
2017-04-15 14:13:00,52.9,36.7,30.23,SSW,213,1.0,4.0,54,0.00,,,0.00,Wunderground v.1.15,2017-04-15 21:13:00,
2017-04-15 14:19:00,53.3,37.1,30.23,SE,134,2.0,4.0,54,0.00,,,0.00,Wunderground v.1.15,2017-04-15 21:19:00,
2017-04-15 14:25:00,54.3,36.0,30.23,ESE,111,2.0,4.0,50,0.00,,,0.00,Wunderground v.1.15,2017-04-15 21:25:00,
2017-04-15 14:30:00,54.2,36.5,30.23,East,90,1.0,4.0,51,0.00,,,0.00,Wunderground v.1.15,2017-04-15 21:30:00,
2017-04-15 14:36:00,54.2,36.5,30.23,SE,132,2.0,4.0,51,0.00,,,0.00,Wunderground v.1.15,2017-04-15 21:36:00,
2017-04-15 14:42:00,54.7,37.4,30.22,SW,214,1.0,4.0,52,0.00,,,0.00,Wunderground v.1.15,2017-04-15 21:42:00,
2017-04-15 14:48:00,54.5,35.2,30.22,ENE,61,1.0,4.0,48,0.00,,,0.00,Wunderground v.1.15,2017-04-15 21:48:00,
2017-04-15 14:54:00,53.7,35.5,30.22,ENE,65,1.0,4.0,50,0.00,,,0.00,Wunderground v.1.15,2017-04-15 21:54:00,
2017-04-15 15:00:00,52.9,35.7,30.22,WNW,288,1.0,1.0,52,0.00,,,0.00,Wunderground v.1.15,2017-04-15 22:00:00,
2017-04-15 15:06:00,52.4,34.3,30.22,NNW,340,1.0,4.0,50,0.00,,,0.00,Wunderground v.1.15,2017-04-15 22:06:00,
2017-04-15 15:12:00,51.8,34.2,30.22,NNE,28,1.0,4.0,51,0.00,,,0.00,Wunderground v.1.15,2017-04-15 22:12:00,
2017-04-15 15:18:00,51.7,34.6,30.21,WNW,297,0.0,4.0,52,0.00,,,0.00,Wunderground v.1.15,2017-04-15 22:18:00,
2017-04-15 15:24:00,52.6,37.3,30.21,SW,226,0.0,4.0,56,0.00,,,0.00,Wunderground v.1.15,2017-04-15 22:24:00,
2017-04-15 15:30:00,53.8,35.6,30.21,SSE,163,1.0,1.0,50,0.00,,,0.00,Wunderground v.1.15,2017-04-15 22:30:00,
2017-04-15 15:36:00,54.6,34.8,30.21,SSW,200,1.0,4.0,47,0.00,,,0.00,Wunderground v.1.15,2017-04-15 22:36:00,
2017-04-15 15:42:00,55.4,37.1,30.20,NW,321,0.0,4.0,50,0.00,,,0.00,Wunderground v.1.15,2017-04-15 22:42:00,
2017-04-15 15:47:00,55.3,35.4,30.20,NE,51,1.0,5.0,47,0.00,,,0.00,Wunderground v.1.15,2017-04-15 22:47:00,
2017-04-15 15:52:00,55.0,34.6,30.20,North,354,1.0,4.0,46,0.00,,,0.00,Wunderground v.1.15,2017-04-15 22:52:00,
2017-04-15 15:58:00,55.8,36.9,30.20,NNW,335,1.0,4.0,49,0.00,,,0.00,Wunderground v.1.15,2017-04-15 22:58:00,
2017-04-15 16:04:00,56.1,34.5,30.20,SSW,198,0.0,4.0,44,0.00,,,0.00,Wunderground v.1.15,2017-04-15 23:04:00,
2017-04-15 16:10:00,56.4,36.9,30.20,SE,128,0.0,4.0,48,0.00,,,0.00,Wunderground v.1.15,2017-04-15 23:10:00,
2017-04-15 16:16:00,57.0,35.9,30.20,SSW,208,0.0,4.0,45,0.00,,,0.00,Wunderground v.1.15,2017-04-15 23:16:00,
2017-04-15 16:22:00,57.8,35.4,30.19,WNW,295,0.0,4.0,43,0.00,,,0.00,Wunderground v.1.15,2017-04-15 23:22:00,
2017-04-15 16:28:00,57.7,34.7,30.19,ESE,115,0.0,4.0,42,0.00,,,0.00,Wunderground v.1.15,2017-04-15 23:28:00,
2017-04-15 16:34:00,57.0,33.5,30.19,SW,217,1.0,4.0,41,0.00,,,0.00,Wunderground v.1.15,2017-04-15 23:34:00,
2017-04-15 16:40:00,56.4,34.2,30.19,SW,215,1.0,1.0,43,0.00,,,0.00,Wunderground v.1.15,2017-04-15 23:40:00,
2017-04-15 16:45:00,56.1,33.9,30.19,North,4,1.0,4.0,43,0.00,,,0.00,Wunderground v.1.15,2017-04-15 23:45:00,
2017-04-15 16:51:00,55.2,33.6,30.19,WNW,293,1.0,4.0,44,0.00,,,0.00,Wunderground v.1.15,2017-04-15 23:51:00,
2017-04-15 16:57:00,54.8,34.9,30.19,North,1,1.0,4.0,47,0.00,,,0.00,Wunderground v.1.15,2017-04-15 23:57:00,
2017-04-15 17:03:00,53.8,35.1,30.19,NW,309,1.0,4.0,49,0.00,,,0.00,Wunderground v.1.15,2017-04-16 00:03:00,
2017-04-15 17:04:00,53.7,35.5,30.19,NNW,341,1.0,4.0,50,0.00,,,0.00,Wunderground v.1.15,2017-04-16 00:04:00,
2017-04-15 17:10:00,53.5,36.3,30.19,NE,37,1.0,1.0,52,0.00,,,0.00,Wunderground v.1.15,2017-04-16 00:10:00,
2017-04-15 17:15:00,53.4,35.7,30.19,NW,306,0.0,4.0,51,0.00,,,0.00,Wunderground v.1.15,2017-04-16 00:15:00,
2017-04-15 17:21:00,53.0,35.8,30.18,NW,321,1.0,4.0,52,0.00,,,0.00,Wunderground v.1.15,2017-04-16 00:21:00,
2017-04-15 17:27:00,52.9,35.2,30.18,North,3,1.0,4.0,51,0.00,,,0.00,Wunderground v.1.15,2017-04-16 00:27:00,
2017-04-15 17:33:00,52.7,35.6,30.18,WSW,246,1.0,4.0,52,0.00,,,0.00,Wunderground v.1.15,2017-04-16 00:33:00,
