Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SoftwareType,DateUTC
2017-04-12 00:02:00,46.1,41.5,29.71,NW,307,0.0,2.0,84,0.00,,,0.00,Wunderground v.1.15,2017-04-12 07:02:00,
2017-04-12 00:08:00,46.1,41.5,29.71,North,354,0.0,2.0,84,0.00,,,0.00,Wunderground v.1.15,2017-04-12 07:08:00,
2017-04-12 00:14:00,46.0,41.7,29.71,NNW,334,0.0,1.0,85,0.00,,,0.00,Wunderground v.1.15,2017-04-12 07:14:00,
2017-04-12 00:19:00,45.9,41.6,29.71,NW,317,0.0,1.0,85,0.00,,,0.00,Wunderground v.1.15,2017-04-12 07:19:00,
2017-04-12 00:25:00,45.8,41.5,29.70,NW,317,0.0,0.0,85,0.00,,,0.00,Wunderground v.1.15,2017-04-12 07:25:00,
2017-04-12 00:31:00,45.7,41.4,29.70,NNW,329,0.0,0.0,85,0.00,,,0.00,Wunderground v.1.15,2017-04-12 07:31:00,
2017-04-12 00:37:00,45.7,41.4,29.70,NW,321,0.0,1.0,85,0.00,,,0.00,Wunderground v.1.15,2017-04-12 07:37:00,
2017-04-12 00:42:00,45.9,41.6,29.70,NW,310,0.0,0.0,85,0.00,,,0.00,Wunderground v.1.15,2017-04-12 07:42:00,
2017-04-12 00:48:00,45.9,41.6,29.70,NW,322,0.0,1.0,85,0.00,,,0.00,Wunderground v.1.15,2017-04-12 07:48:00,
2017-04-12 00:54:00,45.8,41.5,29.71,NNE,21,0.0,0.0,85,0.00,,,0.00,Wunderground v.1.15,2017-04-12 07:54:00,
2017-04-12 01:00:00,45.7,41.8,29.70,NNW,328,0.0,0.0,86,0.00,,,0.00,Wunderground v.1.15,2017-04-12 08:00:00,
2017-04-12 01:06:00,45.5,41.9,29.70,SSW,203,0.0,0.0,87,0.00,,,0.00,Wunderground v.1.15,2017-04-12 08:06:00,
2017-04-12 01:12:00,45.3,41.7,29.71,SE,126,0.0,0.0,87,0.00,,,0.00,Wunderground v.1.15,2017-04-12 08:12:00,
2017-04-12 01:18:00,45.3,42.0,29.70,NW,313,0.0,2.0,88,0.00,,,0.00,Wunderground v.1.15,2017-04-12 08:18:00,
2017-04-12 01:23:00,45.2,42.2,29.70,NE,37,0.0,1.0,89,0.00,,,0.01,Wunderground v.1.15,2017-04-12 08:23:00,
2017-04-12 01:29:00,45.0,42.2,29.70,NW,321,0.0,1.0,90,0.00,,,0.01,Wunderground v.1.15,2017-04-12 08:29:00,
2017-04-12 01:30:00,44.9,42.1,29.70,NW,320,0.0,0.0,90,0.06,,,0.02,Wunderground v.1.15,2017-04-12 08:30:00,
2017-04-12 01:36:00,44.8,42.3,29.70,NW,320,0.0,0.0,91,0.06,,,0.02,Wunderground v.1.15,2017-04-12 08:36:00,
2017-04-12 01:42:00,44.7,42.5,29.69,NW,320,0.0,0.0,92,0.05,,,0.02,Wunderground v.1.15,2017-04-12 08:42:00,
2017-04-12 01:47:00,44.5,42.3,29.69,NW,320,0.0,0.0,92,0.05,,,0.03,Wunderground v.1.15,2017-04-12 08:47:00,
2017-04-12 01:53:00,44.5,42.6,29.69,NW,320,0.0,0.0,93,0.05,,,0.03,Wunderground v.1.15,2017-04-12 08:53:00,
2017-04-12 01:59:00,44.4,42.5,29.69,NW,320,0.0,0.0,93,0.05,,,0.04,Wunderground v.1.15,2017-04-12 08:59:00,
2017-04-12 02:04:00,44.3,42.7,29.68,NW,320,0.0,0.0,94,0.05,,,0.04,Wunderground v.1.15,2017-04-12 09:04:00,
2017-04-12 02:10:00,44.2,42.6,29.68,NW,320,0.0,0.0,94,0.05,,,0.05,Wunderground v.1.15,2017-04-12 09:10:00,
2017-04-12 02:16:00,44.2,42.6,29.67,NW,320,0.0,0.0,94,0.08,,,0.06,Wunderground v.1.15,2017-04-12 09:16:00,
2017-04-12 02:22:00,44.1,42.5,29.67,North,8,1.0,2.0,94,0.08,,,0.06,Wunderground v.1.15,2017-04-12 09:22:00,
2017-04-12 02:27:00,44.1,42.5,29.67,NW,321,1.0,2.0,94,0.07,,,0.07,Wunderground v.1.15,2017-04-12 09:27:00,
2017-04-12 02:33:00,44.1,42.5,29.67,NW,318,0.0,1.0,94,0.06,,,0.07,Wunderground v.1.15,2017-04-12 09:33:00,
2017-04-12 02:39:00,44.1,42.5,29.67,NW,304,0.0,1.0,94,0.05,,,0.08,Wunderground v.1.15,2017-04-12 09:39:00,
2017-04-12 02:45:00,44.1,42.8,29.67,NW,304,0.0,0.0,95,0.07,,,0.09,Wunderground v.1.15,2017-04-12 09:45:00,
2017-04-12 02:51:00,44.0,42.7,29.67,NW,304,0.0,0.0,95,0.07,,,0.09,Wunderground v.1.15,2017-04-12 09:51:00,
2017-04-12 02:57:00,43.9,42.6,29.66,NW,304,0.0,0.0,95,0.06,,,0.10,Wunderground v.1.15,2017-04-12 09:57:00,
2017-04-12 03:03:00,43.9,42.6,29.66,NW,304,0.0,0.0,95,0.06,,,0.10,Wunderground v.1.15,2017-04-12 10:03:00,
2017-04-12 03:09:00,43.8,42.5,29.66,NW,304,0.0,0.0,95,0.06,,,0.11,Wunderground v.1.15,2017-04-12 10:09:00,
2017-04-12 03:14:00,43.8,42.5,29.66,NW,304,0.0,0.0,95,0.08,,,0.12,Wunderground v.1.15,2017-04-12 10:14:00,
2017-04-12 03:20:00,43.8,42.5,29.65,NW,304,0.0,0.0,95,0.11,,,0.13,Wunderground v.1.15,2017-04-12 10:20:00,
2017-04-12 03:26:00,43.8,42.7,29.65,NW,304,0.0,0.0,96,0.09,,,0.14,Wunderground v.1.15,2017-04-12 10:26:00,
2017-04-12 03:32:00,43.7,42.6,29.65,NW,304,0.0,0.0,96,0.07,,,0.14,Wunderground v.1.15,2017-04-12 10:32:00,
2017-04-12 03:37:00,43.8,42.7,29.64,NW,321,0.0,0.0,96,0.07,,,0.15,Wunderground v.1.15,2017-04-12 10:37:00,
